Sub_Area,price_list,built_year_list,floor_list,bedroom_list,bathroom_list,area_list,distance_to_transport_list,facilities_list
พระโขนงเหนือ,12950000,2017.0,7.0,2,2,72.5,1020.0,7.0
ทองหล่อ,7700000,2014.0,6.0,1,1,61.65,140.0,7.0
บางจาก,4690000,2020.0,14.0,1,1,33.0,180.0,10.0
อารีย์,5900000,2016.0,20.0,1,1,33.0,290.0,5.0
ประดิพัทธ์,5350000,2019.0,20.0,1,1,33.0,530.0,10.0
บางจาก,3489000,2018.0,7.0,1,1,36.0,1000.0,7.0
สุขุมวิท,21900000,2020.0,36.0,2,2,73.0,460.0,10.0
พระโขนงใต้,4386000,2009.0,1.0,2,2,64.5,880.0,4.0
พระโขนงใต้,2300000,2012.0,8.0,1,1,31.0,290.0,6.0
ยานนาวา,62000000,2015.0,37.0,2,2,115.0,860.0,6.0
พระโขนงใต้,3500000,2016.0,3.0,1,1,34.57,970.0,5.0
พระโขนงใต้,5700000,2014.0,17.0,2,2,54.0,520.0,6.0
บางค้อ,2290000,2015.0,19.0,1,1,27.0,530.0,8.0
ห้วยขวาง,13500000,2014.0,16.0,3,3,137.0,840.0,7.0
ทองหล่อ,71500000,2017.0,17.0,3,3,202.0,1040.0,10.0
พระราม 9,14800000,2015.0,11.0,3,2,100.0,510.0,9.0
ห้วยขวาง,6700000,2014.0,24.0,2,2,56.0,440.0,7.0
ดินแดง,2390000,2015.0,6.0,1,1,31.0,430.0,7.0
พร้อมพงษ์,46730000,2017.0,16.0,2,3,136.71,150.0,10.0
สุขุมวิท,9200000,2011.0,14.0,2,2,78.0,220.0,10.0
ทุ่งมหาเมฆ,65900000,2012.0,21.0,3,4,256.92,680.0,4.0
ดินแดง,2400000,2011.0,5.0,1,1,27.5,630.0,7.0
พระโขนงเหนือ,3300000,2013.0,17.0,1,1,30.0,870.0,10.0
บางขุนศรี,2850000,2015.0,16.0,1,1,23.0,770.0,10.0
หัวหมาก,3490000,2019.0,18.0,1,1,31.89,770.0,8.0
ทองหล่อ,8800000,2017.0,21.0,1,1,39.0,350.0,10.0
บางกะปิ,3850000,2015.0,23.0,1,1,37.8,1280.0,8.0
จันทรเกษม,2490000,2013.0,6.0,1,1,35.0,670.0,7.0
ราชดําริ,38650000,2014.0,10.0,2,2,110.4,420.0,7.0
ทองหล่อ,61500000,2009.0,21.0,1,1,56.0,350.0,5.0
บางกะปิ,4300000,2015.0,10.0,1,1,32.0,1430.0,4.0
สามเสนนอก,4250000,2011.0,22.0,1,1,36.38,170.0,6.0
วัดท่าพระ,2790000,2016.0,21.0,1,1,32.0,430.0,9.0
พร้อมพงษ์,8250000,2013.0,8.0,1,1,31.0,200.0,6.0
พร้อมพงษ์,5600000,2014.0,12.0,2,2,88.0,1910.0,7.0
ประดิพัทธ์,4000000,2019.0,11.0,1,1,27.0,530.0,10.0
ช่องนนทรี,2450000,2015.0,2.0,1,1,23.0,620.0,6.0
เสนานิคม,3300000,2010.0,13.0,1,1,52.0,460.0,9.0
อรุณอมรินทร์,2500000,2007.0,25.0,1,1,35.0,1230.0,10.0
ทุ่งมหาเมฆ,15000000,2009.0,33.0,2,2,96.0,540.0,10.0
บางกะปิ,3300000,2017.0,17.0,1,1,35.0,1820.0,7.0
พระราม 9,3150000,2016.0,19.0,1,1,22.0,380.0,10.0
บางกะปิ,2800000,2017.0,2.0,1,1,28.22,900.0,8.0
ลาดยาว,3650000,2018.0,6.0,1,1,28.0,1370.0,10.0
อโศก,7000000,2014.0,19.0,1,1,66.0,540.0,6.0
สามย่าน,8500000,2018.0,55.0,1,1,34.4,150.0,5.0
วงศ์สว่าง,3900000,2016.0,6.0,2,1,46.0,140.0,5.0
พร้อมพงษ์,21900000,2010.0,18.0,3,3,138.16,500.0,4.0
รัชโยธิน,2900000,2011.0,10.0,1,1,28.0,160.0,10.0
เพชรรามา,6290000,2017.0,28.0,1,1,35.0,340.0,9.0
จันทรเกษม,2690000,2013.0,3.0,1,1,42.0,670.0,7.0
วัดท่าพระ,2000000,2016.0,4.0,1,1,28.19,830.0,9.0
สุรศักดิ์,14500000,2016.0,15.0,1,1,61.6,120.0,7.0
สุขุมวิท,9200000,2013.0,20.0,2,2,80.71,380.0,9.0
ห้วยขวาง,5500000,2012.0,18.0,2,1,56.4,700.0,2.0
พระราม 4,68000000,2008.0,4.0,4,6,440.0,250.0,5.0
ยานนาวา,9500000,2015.0,12.0,2,2,64.0,330.0,9.0
สามเสนนอก,2190000,2012.0,3.0,1,1,31.4,1210.0,4.0
ห้วยขวาง,4200000,2016.0,10.0,1,1,33.0,140.0,6.0
ถนนนราธิวาสราชนครินทร์,10000000,2009.0,30.0,1,1,65.58,520.0,6.0
สามย่าน,5600000,2016.0,14.0,1,1,29.0,420.0,7.0
ดินแดง,2422000,2013.0,18.0,1,1,31.0,1110.0,7.0
พหลโยธิน,3900000,2018.0,10.0,1,1,30.23,160.0,10.0
พญาไท,14300000,2015.0,25.0,2,2,94.0,380.0,7.0
สุขุมวิท,10000000,2013.0,3.0,1,1,61.54,410.0,7.0
บางนาเหนือ,3690000,2017.0,37.0,1,1,34.5,540.0,8.0
บางจาก,3990000,2020.0,31.0,1,1,27.0,180.0,10.0
พระโขนงเหนือ,3200000,2015.0,38.0,1,1,30.0,820.0,8.0
สามย่าน,6100000,2018.0,22.0,1,1,24.5,150.0,5.0
บางจากภาษีเจริญ,4000000,2014.0,15.0,1,1,31.0,210.0,8.0
อโศก,14500000,2017.0,25.0,2,1,45.0,70.0,8.0
พร้อมพงษ์,7200000,2010.0,18.0,1,1,50.5,500.0,4.0
พร้อมพงษ์,48950000,2017.0,24.0,2,3,136.71,150.0,10.0
บางจากภาษีเจริญ,9450000,2014.0,24.0,2,2,61.26,210.0,8.0
สามเสนใน,4400000,2018.0,8.0,2,2,53.0,1080.0,5.0
อนุสาวรีย์ชัยสมรภูมิ,3981000,2019.0,11.0,1,1,27.0,490.0,7.0
อโศก,8110000,2017.0,17.0,1,1,31.0,70.0,8.0
พร้อมพงษ์,6450000,2014.0,24.0,1,1,30.0,650.0,10.0
ทองหล่อ,6300000,2017.0,6.0,1,1,30.0,350.0,10.0
บางจาก,7250000,2018.0,30.0,1,1,43.0,430.0,9.0
ดินแดง,2250000,2015.0,1.0,1,1,32.0,430.0,7.0
สุขุมวิท,10200000,2016.0,29.0,1,1,48.0,220.0,8.0
พร้อมพงษ์,4800000,2015.0,5.0,1,1,30.0,1100.0,9.0
บางลำภูล่าง,7500000,2014.0,19.0,1,1,80.0,950.0,5.0
พญาไท,13700000,2018.0,24.0,2,2,60.0,190.0,6.0
เพลินจิต,72000000,2017.0,50.0,2,2,165.0,120.0,10.0
พระโขนงเหนือ,2690000,2013.0,15.0,1,1,30.0,870.0,10.0
พร้อมพงษ์,15500000,1996.0,10.0,3,3,223.0,160.0,4.0
บางจากภาษีเจริญ,2900000,2014.0,13.0,1,1,22.0,210.0,8.0
สวนหลวง,2750000,2013.0,4.0,2,1,57.0,870.0,3.0
สุขุมวิท,4800000,2013.0,2.0,2,1,50.0,400.0,5.0
บางนาเหนือ,4000000,2010.0,21.0,1,1,36.0,100.0,7.0
ถนนนราธิวาสราชนครินทร์,5500000,2013.0,7.0,1,1,33.61,2450.0,5.0
ลาซาล,3600000,2016.0,6.0,1,1,30.5,340.0,6.0
ทองหล่อ,38000000,2017.0,17.0,2,2,111.0,1040.0,10.0
พร้อมพงษ์,14008000,2020.0,29.0,2,2,63.0,450.0,10.0
จันทรเกษม,2874522,2021.0,7.0,1,1,24.5,980.0,7.0
ทองหล่อ,7700000,2013.0,12.0,1,1,43.0,140.0,6.0
แยกบางโพ,41500000,2017.0,21.0,2,3,141.7,180.0,5.0
อารีย์,23900000,2015.0,12.0,2,2,73.75,120.0,6.0
พระราม 9,5600000,2015.0,8.0,1,1,42.0,510.0,9.0
จอมพล,4120000,2020.0,16.0,1,1,31.0,250.0,10.0
พร้อมพงษ์,38000000,2009.0,20.0,3,4,342.0,330.0,7.0
อโศก,26000000,2020.0,23.0,2,2,86.0,60.0,8.0
พร้อมพงษ์,5100000,2013.0,3.0,1,1,46.0,1030.0,7.0
สุขุมวิท,8500000,2014.0,15.0,1,1,42.9,220.0,7.0
สุขุมวิท,6900000,2013.0,24.0,2,1,59.29,380.0,9.0
คลองเตย,4300000,2013.0,30.0,1,1,30.0,410.0,6.0
สุขุมวิท,4990000,2016.0,4.0,1,1,30.44,390.0,7.0
พร้อมพงษ์,11000000,2012.0,18.0,1,1,68.0,700.0,5.0
ดินแดง,2190000,2020.0,4.0,1,1,25.0,930.0,10.0
รัชโยธิน,5100000,2020.0,10.0,1,1,32.98,100.0,8.0
วงเวียนใหญ่,2100000,2009.0,4.0,1,1,32.7,260.0,4.0
วัดพระยาไกร,34500000,2016.0,28.0,3,4,160.0,1640.0,10.0
สุรวงศ์,23940000,2016.0,11.0,2,2,86.0,400.0,10.0
ทองหล่อ,9000000,2009.0,17.0,1,1,50.0,260.0,8.0
มักกะสัน,4800000,2007.0,19.0,2,1,65.8,650.0,5.0
พระโขนงเหนือ,3750000,2013.0,27.0,1,1,36.0,870.0,10.0
พระโขนงเหนือ,3000000,2013.0,7.0,1,1,30.0,870.0,10.0
จอมพล,8000000,2017.0,29.0,2,2,59.0,880.0,10.0
สุขุมวิท,23000000,2014.0,11.0,3,3,104.0,220.0,7.0
สุขุมวิท,5500000,2017.0,9.0,1,1,30.94,1160.0,10.0
คลองเตย,3790000,2013.0,16.0,1,1,30.0,410.0,6.0
พร้อมพงษ์,8500000,2007.0,7.0,1,1,60.0,530.0,7.0
พร้อมพงษ์,7000000,1999.0,16.0,2,1,83.0,570.0,5.0
หลังสวน,24800000,1998.0,22.0,2,2,131.0,340.0,7.0
สีลม,59000000,2016.0,39.0,2,2,147.0,160.0,5.0
บางจาก,3850000,2018.0,3.0,1,1,27.0,460.0,7.0
พระโขนงใต้,3000000,2016.0,7.0,1,1,26.0,1010.0,5.0
ชิดลม,16900000,2017.0,24.0,1,1,44.0,310.0,5.0
วงเวียนใหญ่,2250000,2013.0,9.0,1,1,32.78,790.0,6.0
สามเสนนอก,2300000,2013.0,3.0,1,1,29.7,900.0,5.0
ดินแดง,9100000,2015.0,31.0,2,2,68.0,440.0,6.0
พร้อมพงษ์,13000000,2018.0,20.0,1,1,44.0,370.0,7.0
สุขุมวิท,4300000,2009.0,7.0,1,1,41.0,320.0,5.0
พระราม 9,12500000,2015.0,22.0,3,2,99.0,510.0,9.0
เอกมัย,6300000,2018.0,17.0,1,1,30.0,330.0,10.0
ทองหล่อ,13500000,2009.0,9.0,2,2,68.0,260.0,8.0
พระราม 4,2200000,2012.0,24.0,1,1,28.0,820.0,10.0
พระโขนงใต้,4000000,2014.0,10.0,1,1,38.35,520.0,6.0
พระราม 9,6500000,2018.0,28.0,1,1,34.84,330.0,10.0
พร้อมพงษ์,23760000,2019.0,9.0,2,2,76.0,140.0,7.0
พร้อมพงษ์,23760000,2019.0,9.0,2,2,76.0,140.0,7.0
ถนนจันทน์,3200000,2015.0,19.0,1,1,32.0,1780.0,5.0
พร้อมพงษ์,11000000,2020.0,13.0,2,2,85.0,1160.0,8.0
สุขุมวิท,3100000,2013.0,7.0,1,1,23.0,380.0,9.0
ราชดําริ,115000000,2014.0,15.0,2,2,187.0,420.0,7.0
พระโขนงใต้,6600000,2013.0,15.0,1,1,45.5,200.0,7.0
พร้อมพงษ์,21000000,1996.0,20.0,3,3,262.0,160.0,4.0
ทองหล่อ,14000000,2019.0,5.0,2,2,59.0,740.0,10.0
พระราม 4,9500000,2013.0,16.0,1,1,64.0,290.0,10.0
พร้อมพงษ์,17000000,1996.0,20.0,3,3,260.0,160.0,4.0
บางนาเหนือ,2650000,2010.0,2.0,2,1,62.8,760.0,7.0
บางจาก,3250000,2013.0,8.0,1,1,48.0,730.0,7.0
บางนาเหนือ,5900000,2012.0,17.0,2,2,62.0,300.0,8.0
ทองหล่อ,6000000,2010.0,12.0,1,1,45.0,1650.0,5.0
บางจาก,2240000,2014.0,5.0,1,1,26.0,760.0,5.0
ทองหล่อ,66500000,2020.0,14.0,3,3,139.0,1050.0,10.0
สุรศักดิ์,9250000,2016.0,12.0,1,1,40.0,90.0,5.0
พระราม 4,37000000,2008.0,4.0,3,4,250.0,250.0,5.0
สุขุมวิท,4900000,2009.0,10.0,2,1,39.0,330.0,10.0
พระราม 9,8000000,2015.0,25.0,2,1,50.0,510.0,9.0
เอกมัย,13500000,2013.0,15.0,2,2,74.0,290.0,10.0
บางกะปิ,4500000,2015.0,22.0,1,1,34.81,1410.0,4.0
พร้อมพงษ์,7850000,2019.0,11.0,1,1,34.0,600.0,10.0
บางจาก,3990000,2013.0,11.0,2,1,65.8,730.0,7.0
บางลำภูล่าง,11900000,2014.0,8.0,2,2,140.0,950.0,5.0
อารีย์,6500000,2011.0,14.0,1,1,44.0,260.0,6.0
พระโขนงใต้,3200000,2014.0,9.0,1,1,32.0,520.0,6.0
สุขุมวิท,5900000,2014.0,12.0,1,1,34.6,180.0,10.0
ลุมพินี,122160000,2021.0,26.0,3,3,254.5,350.0,10.0
ทองหล่อ,6900000,2010.0,20.0,1,1,36.0,1550.0,8.0
ทองหล่อ,23000000,2012.0,18.0,2,2,91.0,520.0,5.0
สุขุมวิท,5500000,2013.0,2.0,1,1,46.0,1270.0,5.0
ดินแดง,2250000,2011.0,8.0,1,1,30.0,630.0,7.0
ทองหล่อ,13500000,2008.0,5.0,3,2,110.0,1340.0,6.0
เพลินจิต,11500000,2016.0,4.0,3,3,81.18,730.0,10.0
สุขุมวิท,14000000,2013.0,1.0,2,3,91.0,1270.0,5.0
พร้อมพงษ์,39900000,2014.0,46.0,3,3,110.0,650.0,10.0
ยานนาวา,79000000,2015.0,41.0,2,2,140.0,860.0,6.0
คลองสาน,4950000,2021.0,11.0,1,1,48.0,1130.0,10.0
สะพานตากสิน,40400000,2012.0,36.0,4,2,231.4,510.0,6.0
พร้อมพงษ์,48450000,2017.0,11.0,3,5,99.0,530.0,10.0
พระโขนงใต้,5500000,2014.0,17.0,2,2,54.0,520.0,6.0
จอมพล,3850000,2012.0,28.0,1,1,34.32,750.0,6.0
ชิดลม,82000000,2010.0,18.0,3,3,203.8,450.0,8.0
ดินแดง,4300000,2015.0,5.0,2,1,44.0,430.0,7.0
เอกมัย,13000000,2011.0,24.0,2,2,68.0,260.0,9.0
สุรศักดิ์,14900000,2020.0,23.0,2,1,65.0,440.0,10.0
บางกะปิ,30000000,2015.0,6.0,3,4,200.0,1410.0,4.0
พร้อมพงษ์,34500000,2017.0,10.0,2,3,101.0,150.0,10.0
ทองหล่อ,21500000,2020.0,16.0,1,1,51.5,1050.0,10.0
พร้อมพงษ์,33000000,2018.0,24.0,3,3,107.61,370.0,7.0
พร้อมพงษ์,14250000,2010.0,12.0,2,2,85.0,500.0,15.0
พระโขนงเหนือ,2800000,2015.0,20.0,1,1,30.0,820.0,8.0
บางนาใต้,3990000,2017.0,4.0,1,1,70.0,180.0,10.0
อโศก,15340000,2020.0,20.0,1,1,50.16,60.0,8.0
บางนาเหนือ,5300000,2017.0,14.0,1,1,36.0,160.0,10.0
เพลินจิต,23500000,2017.0,21.0,2,2,81.0,120.0,10.0
มักกะสัน,12800000,2013.0,13.0,2,2,89.0,540.0,5.0
บางจาก,4000000,2018.0,6.0,1,1,30.0,430.0,9.0
จอมพล,9900000,2014.0,10.0,2,2,56.73,100.0,5.0
พร้อมพงษ์,21000000,1996.0,18.0,3,4,224.0,160.0,4.0
พร้อมพงษ์,22000000,2009.0,18.0,2,3,108.0,750.0,15.0
ราชดําริ,75000000,2014.0,17.0,3,3,161.0,420.0,7.0
พระราม 9,16000000,2015.0,13.0,3,2,98.0,510.0,9.0
จอมพล,15900000,2018.0,17.0,3,2,78.0,460.0,10.0
พร้อมพงษ์,67000000,2010.0,18.0,4,4,277.0,500.0,4.0
ทองหล่อ,41000000,2017.0,14.0,2,2,111.0,1040.0,10.0
สุขุมวิท,14400000,2022.0,26.0,1,1,50.7,420.0,6.0
สามเสนนอก,5200000,2011.0,18.0,1,1,46.0,170.0,6.0
พร้อมพงษ์,19000000,1996.0,18.0,3,3,260.0,160.0,4.0
จอมพล,23340000,2012.0,42.0,3,3,193.0,750.0,6.0
ทองหล่อ,88000000,2019.0,37.0,3,4,252.0,1600.0,10.0
คลองต้นไทร,132000000,2018.0,26.0,3,3,222.0,1090.0,10.0
พร้อมพงษ์,100000000,2017.0,40.0,3,3,185.0,130.0,6.0
บางกะปิ,3600000,2015.0,12.0,1,1,37.0,1280.0,8.0
สุรวงศ์,18000000,2012.0,27.0,2,2,99.0,470.0,6.0
สีลม,70000000,2016.0,39.0,2,2,153.0,160.0,5.0
พร้อมพงษ์,5590000,2012.0,2.0,1,1,50.0,700.0,4.0
บางคอแหลม,160000000,2004.0,25.0,3,3,135.0,2070.0,10.0
ทองหล่อ,49000000,2005.0,13.0,3,4,277.0,1580.0,4.0
พระราม 9,119000000,2015.0,39.0,3,2,106.0,510.0,9.0
พร้อมพงษ์,5000000,2018.0,2.0,1,1,32.7,670.0,9.0
พระโขนงใต้,4550000,2017.0,30.0,1,1,30.0,530.0,5.0
ชิดลม,8200000,2009.0,9.0,1,1,58.0,510.0,6.0
ห้วยขวาง,5500000,2014.0,9.0,1,1,33.82,380.0,7.0
ทองหล่อ,73800000,2017.0,8.0,3,4,202.0,1040.0,10.0
สีลม,95000000,2016.0,8.0,3,4,210.0,160.0,5.0
พร้อมพงษ์,24900000,2012.0,22.0,2,2,112.0,530.0,7.0
คลองต้นไทร,26500000,2017.0,20.0,1,2,78.56,1020.0,6.0
หัวหมาก,2000000,2014.0,22.0,1,1,26.0,820.0,7.0
พร้อมพงษ์,17000000,2014.0,15.0,2,2,78.5,250.0,6.0
สีลม,85000000,2016.0,39.0,3,5,310.7,160.0,5.0
เพลินจิต,74524000,2017.0,38.0,3,3,186.0,120.0,10.0
ห้วยขวาง,5100000,2012.0,4.0,2,2,85.0,290.0,3.0
แยกบางโพ,3300000,2014.0,39.0,1,1,35.98,480.0,6.0
พร้อมพงษ์,21000000,2013.0,14.0,2,2,99.0,190.0,7.0
พระราม 4,2200000,2012.0,9.0,1,1,28.0,820.0,10.0
เตาปูน,3050000,2014.0,12.0,1,1,30.17,200.0,6.0
อโศก,18300000,2020.0,20.0,2,2,70.0,60.0,8.0
เพชรรามา,9400000,2017.0,20.0,2,1,47.0,340.0,9.0
พร้อมพงษ์,54000000,2017.0,24.0,3,3,188.0,490.0,8.0
ทองหล่อ,92000000,2019.0,39.0,3,3,252.0,1600.0,10.0
ยานนาวา,190000000,2015.0,37.0,5,4,400.0,860.0,6.0
ราชเทวี,6390000,2010.0,8.0,1,1,48.91,130.0,7.0
คลองต้นไทร,137000000,2017.0,66.0,3,4,248.53,1020.0,6.0
พร้อมพงษ์,129000000,2009.0,40.0,2,3,376.8,780.0,4.0
พระโขนงเหนือ,4500000,2014.0,22.0,1,1,30.0,210.0,5.0
สวนหลวง,2990000,2019.0,13.0,1,1,30.0,260.0,9.0
ถนนนราธิวาสราชนครินทร์,22000000,2009.0,23.0,3,2,108.0,520.0,6.0
สีลม,148900000,2016.0,8.0,4,4,306.0,160.0,5.0
วิทยุ,109000000,2016.0,13.0,2,2,132.0,290.0,6.0
พร้อมพงษ์,9200000,2013.0,15.0,1,1,43.24,200.0,6.0
ทุ่งมหาเมฆ,107000000,2012.0,21.0,4,4,345.69,680.0,4.0
บางนาเหนือ,3700000,2011.0,14.0,1,1,35.0,190.0,10.0
พร้อมพงษ์,48550000,2017.0,19.0,3,5,205.0,530.0,10.0
สวนหลวง,2500000,2012.0,17.0,1,1,30.0,680.0,6.0
มักกะสัน,4900000,2012.0,22.0,1,1,43.0,590.0,6.0
พร้อมพงษ์,6900000,2014.0,24.0,1,1,30.0,650.0,10.0
ยานนาวา,75000000,2015.0,37.0,2,2,140.0,860.0,6.0
พร้อมพงษ์,39390000,2018.0,25.0,2,2,108.0,370.0,7.0
วิทยุ,99500000,2016.0,13.0,2,2,132.0,290.0,6.0
มักกะสัน,11000000,2013.0,33.0,1,2,81.0,260.0,10.0
สีลม,450000000,2016.0,70.0,4,4,717.17,160.0,5.0
วิทยุ,112000000,2016.0,13.0,2,2,132.59,290.0,6.0
คลองเตย,8200000,2013.0,12.0,2,2,68.5,410.0,6.0
พร้อมพงษ์,12000000,2020.0,12.0,2,2,72.24,1160.0,10.0
ดินแดง,7000000,2012.0,20.0,2,2,60.44,820.0,4.0
ทองหล่อ,22500000,2008.0,9.0,3,3,148.0,1340.0,6.0
พระราม 9,3500000,2010.0,6.0,1,1,35.0,470.0,9.0
บางจาก,3800000,2020.0,22.0,1,1,27.3,180.0,10.0
พระราม 4,3790400,2021.0,26.0,1,1,26.78,1010.0,6.0
พระโขนงใต้,6100000,2017.0,4.0,2,1,49.27,530.0,5.0
อโศก,8800000,2014.0,12.0,2,2,80.0,540.0,6.0
จอมพล,5100000,2014.0,30.0,1,1,38.0,500.0,9.0
สุขุมวิท,4000000,2020.0,6.0,1,1,33.28,750.0,10.0
เพลินจิต,9000000,2000.0,3.0,2,2,123.0,700.0,7.0
พระโขนงใต้,2500000,1998.0,7.0,1,1,72.0,760.0,5.0
ทองหล่อ,10500000,2014.0,17.0,1,1,90.0,1560.0,7.0
สวนหลวง,2390000,2014.0,1.0,1,1,34.0,1710.0,5.0
มักกะสัน,12000000,2012.0,38.0,2,2,75.5,160.0,5.0
พระราม 4,3800000,2015.0,12.0,1,1,44.0,270.0,10.0
แบริ่ง,5000000,2016.0,3.0,2,2,57.0,390.0,3.0
ทองหล่อ,5600000,2010.0,10.0,1,1,45.0,1650.0,5.0
สุขุมวิท,7200000,2009.0,4.0,1,1,55.0,410.0,10.0
จุฬา,4950000,2019.0,15.0,1,1,33.47,340.0,10.0
ทองหล่อ,4429000,2017.0,16.0,1,1,24.0,350.0,10.0
จอมพล,5770000,2013.0,23.0,2,1,57.77,350.0,7.0
ถนนนราธิวาสราชนครินทร์,5900000,2019.0,29.0,1,1,38.0,870.0,9.0
มักกะสัน,3400000,2017.0,8.0,1,1,46.9,610.0,7.0
พระโขนงเหนือ,3400000,2011.0,5.0,1,1,31.0,530.0,7.0
พระโขนงเหนือ,2600000,2013.0,17.0,1,1,30.0,870.0,10.0
สุขุมวิท,6500000,2016.0,19.0,1,1,34.0,370.0,7.0
ทองหล่อ,45000000,2020.0,22.0,3,3,116.49,90.0,10.0
พระราม 9,3500000,2016.0,18.0,1,1,22.0,380.0,10.0
พระโขนงเหนือ,3250000,2013.0,12.0,1,1,30.34,870.0,10.0
ห้วยขวาง,3888000,2016.0,6.0,1,1,32.0,140.0,6.0
เอกมัย,15500000,2011.0,23.0,2,2,88.52,260.0,6.0
จอมพล,2750000,2018.0,7.0,1,1,27.0,540.0,7.0
บางนาเหนือ,3500000,2013.0,8.0,2,1,42.0,430.0,6.0
จันทรเกษม,2900000,2013.0,8.0,2,1,48.18,1160.0,6.0
พร้อมพงษ์,3000000,2017.0,2.0,1,1,24.0,400.0,7.0
แยกบางโพ,2200000,2014.0,9.0,1,1,35.98,480.0,6.0
ห้วยขวาง,3300000,2011.0,12.0,1,1,34.87,80.0,10.0
สุขุมวิท,5300000,2015.0,15.0,1,1,35.0,250.0,7.0
ทุ่งมหาเมฆ,7020000,2014.0,2.0,2,2,72.0,910.0,2.0
อุดมสุข,3500000,2021.0,4.0,1,1,31.13,700.0,10.0
พระราม 4,4500000,2015.0,12.0,1,1,44.0,270.0,6.0
สุขุมวิท,9500000,2013.0,5.0,2,2,68.5,80.0,6.0
ยานนาวา,6800000,2015.0,15.0,1,1,45.0,330.0,10.0
รามคำแหง,3030000,2019.0,7.0,1,1,31.34,950.0,8.0
ทองหล่อ,7600000,2009.0,15.0,2,2,70.0,350.0,5.0
หลังสวน,25000000,2010.0,19.0,2,2,93.0,350.0,9.0
บางจาก,2200000,2014.0,4.0,1,1,36.0,400.0,8.0
พร้อมพงษ์,16000000,2012.0,15.0,2,2,93.0,700.0,5.0
บางจาก,3550000,2014.0,4.0,2,1,40.44,760.0,5.0
สีลม,13900000,2001.0,68.0,2,2,93.1,490.0,5.0
ดินแดง,10500000,2010.0,18.0,2,2,68.0,550.0,4.0
คลองต้นไทร,3550000,2013.0,20.0,1,1,38.0,460.0,10.0
บางกะปิ,6500000,2018.0,19.0,1,1,33.0,260.0,12.0
ถนนนราธิวาสราชนครินทร์,6800000,2019.0,33.0,2,1,44.0,870.0,9.0
สุขุมวิท,7900000,2018.0,7.0,1,1,35.0,440.0,7.0
เพลินจิต,4700000,2017.0,2.0,1,1,32.0,720.0,5.0
ลาซาล,2990000,2012.0,20.0,2,2,52.0,2190.0,8.0
บางนาเหนือ,5800000,2017.0,14.0,1,1,35.0,160.0,10.0
สะพานควาย,5850000,2019.0,19.0,1,1,46.9,250.0,10.0
เอกมัย,11900000,2011.0,17.0,2,2,83.0,260.0,10.0
พร้อมพงษ์,7900000,2010.0,21.0,1,1,56.0,500.0,7.0
ทุ่งวัดดอน,4764600,2018.0,1.0,1,1,45.0,950.0,9.0
สุขุมวิท,9800000,2020.0,5.0,1,1,48.54,800.0,8.0
พระโขนงเหนือ,2999000,2013.0,19.0,1,1,36.0,870.0,10.0
ห้วยขวาง,2887000,2010.0,11.0,1,1,32.0,660.0,10.0
พระโขนงใต้,4742000,2017.0,6.0,1,1,40.0,530.0,8.0
ห้วยขวาง,4900000,2018.0,14.0,1,1,30.0,20.0,10.0
พร้อมพงษ์,23800000,2019.0,9.0,2,2,76.0,140.0,7.0
พระโขนงใต้,4794000,2014.0,3.0,2,2,54.0,520.0,10.0
ลุมพินี,23200000,2021.0,11.0,2,3,86.0,690.0,10.0
สุขุมวิท,3000000,2013.0,2.0,1,1,28.5,400.0,9.0
คลองเตย,4000000,2013.0,10.0,1,1,35.0,410.0,10.0
พระราม 9,4900000,2016.0,20.0,1,1,32.0,380.0,10.0
บางกะปิ,7299000,2022.0,19.0,2,2,72.0,1900.0,10.0
สวนหลวง,2990000,2015.0,23.0,1,1,33.0,370.0,7.0
ประดิพัทธ์,5690000,2019.0,21.0,1,1,39.0,480.0,9.0
ราชปรารภ,4472000,2012.0,16.0,1,1,37.0,80.0,5.0
พระราม 9,3290000,2014.0,9.0,1,1,39.0,390.0,6.0
บางกะปิ,14500000,2014.0,20.0,2,2,85.0,230.0,10.0
อโศก,3500000,2005.0,8.0,1,1,36.0,600.0,6.0
ดินแดง,3950000,2017.0,8.0,1,1,29.0,570.0,10.0
พร้อมพงษ์,15230000,2007.0,4.0,2,2,94.0,330.0,10.0
พร้อมพงษ์,5200000,2009.0,14.0,1,1,50.0,600.0,8.0
พร้อมพงษ์,7500000,2009.0,20.0,1,1,53.0,330.0,7.0
เพลินจิต,16000000,2017.0,3.0,1,1,57.0,120.0,10.0
พระโขนงเหนือ,6800000,2011.0,27.0,2,2,61.0,530.0,7.0
สุขุมวิท,70000000,2006.0,35.0,4,5,289.91,380.0,10.0
ชิดลม,7800000,2009.0,12.0,1,1,66.0,510.0,6.0
จอมพล,8990000,2012.0,39.0,2,2,77.8,750.0,6.0
สะพานเหลือง,6390000,2022.0,30.0,1,1,34.0,600.0,5.0
ช่องนนทรี,7200000,2020.0,3.0,2,1,58.0,570.0,5.0
จอมพล,5800000,2013.0,12.0,2,2,69.07,590.0,10.0
สุขุมวิท,7800000,1994.0,15.0,2,2,96.0,1340.0,2.0
สวนจตุจักร,4800000,2020.0,16.0,1,1,28.0,570.0,10.0
พระโขนงใต้,4200000,2014.0,15.0,1,1,39.0,520.0,6.0
สามเสนใน,4124000,2018.0,21.0,1,1,28.0,700.0,10.0
สีลม,15900000,2022.0,10.0,2,2,71.5,400.0,10.0
